,FOM1,OFFSCORE,DEFSCORE,PFOM,SeedDiff,FTScore,ClassDiff,OPFOMDIF
749,0.702253521127,0.365648854962,0.51048951049,0.626165889624,5.0,-0.349994189858,-1.0,0.0253271718638
750,0.509259259259,0.95,0.05,0.170266043011,8.0,0.33147551488,2.0,0.0955826714651
751,0.815471698113,0.05,0.293846153846,0.892463768116,-8.0,-0.270520255243,-1.0,0.0373839068423
752,0.784102564103,0.95,0.95,0.95,-1.0,1.44884060285,-2.0,0.063250658202
753,0.748611111111,0.95,0.05,0.728872180451,-5.0,1.83619068498,-1.0,-0.032281386497
754,0.417124183007,0.05,0.415524475524,0.153549785228,8.0,3.34643201543,2.0,-0.0104877930526
755,0.111214953271,0.95,0.265378151261,0.125829924913,8.0,0.269099959458,2.0,-0.0252719214848
756,0.395308641975,0.05,0.05,0.386819893502,5.0,-4.53147857889,0.0,0.028626688
757,0.95,0.511627906977,0.511627906977,0.844537608582,-7.0,0.16364163847,-2.0,0.104968845728
758,0.95,0.560547945205,0.95,0.894626865672,3.0,-0.269151138716,-2.0,0.143965535958
759,0.505952380952,0.95,0.95,0.492612533292,-3.0,2.7295116438,0.0,0.0223121487091
760,0.506493506494,0.697974683544,0.851428571429,0.852760421688,7.0,-0.190794758942,-2.0,0.0931017331893
761,0.487179487179,0.652051282051,0.817823129252,0.8025,-8.0,1.34528307828,-1.0,0.0610296119725
762,0.111506849315,0.337627118644,0.337627118644,0.315055368939,3.0,1.8530193413,1.0,0.00974510092745
763,0.17795620438,0.05,0.05,0.821632653061,8.0,-1.74920114123,1.0,-0.0229831826843
764,0.154782608696,0.05,0.324052287582,0.266280991736,7.0,-3.68717387697,-1.0,0.011587823871
765,0.562388059701,0.63488372093,0.503703703704,0.594343306981,-3.0,-0.918510847841,0.0,0.265932203819
766,0.652467532468,0.492957746479,0.95,0.288275862069,1.0,2.06956410133,0.0,0.0794105378958
767,0.677414965986,0.438260869565,0.631914893617,0.491373142553,-3.0,-0.0211934900542,-0.0,0.0116203549044
768,0.169752066116,0.05,0.05,0.460012379341,4.0,-4.2131661442,0.0,0.137210921014
769,0.535923566879,0.05,0.05,0.476579240073,4.0,-0.558038547617,0.0,-0.0311478393868
770,0.537482517483,0.617037037037,0.617037037037,0.597648099811,4.0,1.05977347523,0.0,0.0503511763568
771,0.506944444444,0.95,0.482142857143,0.509757273665,-9.0,4.55869689012,-0.0,-0.00949916591436
772,0.508333333333,0.95,0.204444444444,0.467086194259,3.0,-4.1534169991,-0.0,0.0314267613944
773,0.336140350877,0.05,0.05,0.528697519359,10.0,1.38921701424,0.0,0.0609607160889
774,0.496062992126,0.05,0.653333333333,0.05,-1.0,-4.58747300991,0.0,0.295437612503
775,0.566315789474,0.515625,0.515625,0.928235294118,3.0,2.57046946128,0.0,-0.00582048022444
776,0.510204081633,0.95,0.929743589744,0.95,6.0,-2.6264669266,0.0,0.0979306499805
777,0.663103448276,0.503875968992,0.503875968992,0.509623629392,6.0,1.12898207393,0.0,0.00628784861864
778,0.503401360544,0.05,0.05,0.745454545455,6.0,-4.30739811912,0.0,0.0931017331893
779,0.566315789474,0.05,0.05,0.373012210994,-1.0,0.430990656135,0.0,-0.0562085320768
